Epoch id,t,Attendance,Contagion,Present contagion,New infections,New infections cost,Recovered,Revenues,Total costs
1,1,1193,100,64,0,0,0,0,0
1,2,763,100,0,0,0,0,0,0
1,3,903,100,0,0,0,0,0,0
1,4,924,100,0,0,0,0,0,0
1,5,807,100,0,0,0,0,0,0
1,6,1108,712,68,612,91800,0,0,91800
1,7,657,936,247,224,33600,0,0,33600
1,8,674,1008,247,72,10800,0,0,10800
1,9,627,1008,131,0,0,0,0,0
1,10,649,1008,58,0,0,0,0,0
1,11,705,908,0,0,0,100,0,0
1,12,1253,1622,481,714,107100,0,0,107100
1,13,931,1757,796,135,20250,0,0,20250
1,14,711,1827,641,70,10500,0,0,10500
1,15,762,1865,724,38,5700,0,0,5700
1,16,754,1865,725,0,0,0,0,0
1,17,762,1253,264,0,0,612,0,0
1,18,1384,1068,676,39,5850,224,0,5850
1,19,686,1184,338,188,28200,72,0,28200
1,20,1098,1538,684,354,53100,0,0,53100
1,21,982,1765,755,227,34050,0,0,34050
1,22,691,1765,634,0,0,0,0,0
1,23,761,1072,182,21,3150,714,0,3150
1,24,819,1000,116,63,9450,135,0,9450
1,25,936,1492,234,562,84300,70,0,84300
1,26,1067,1651,803,197,29550,38,0,29550
1,27,732,1772,587,121,18150,0,0,18150
1,28,714,1873,613,101,15150,0,0,15150
1,29,751,1874,685,40,6000,39,0,6000
1,30,709,1697,532,11,1650,188,0,1650
1,31,1174,1383,709,40,6000,354,0,6000
1,32,877,1273,441,117,17550,227,0,17550
1,33,1017,1513,622,240,36000,0,0,36000
1,34,974,1754,702,262,39300,21,0,39300
1,35,855,1798,713,107,16050,63,0,16050
1,36,755,1293,348,57,8550,562,0,8550
1,37,824,1159,258,63,9450,197,0,9450
1,38,880,1440,268,402,60300,121,0,60300
1,39,960,1560,588,221,33150,101,0,33150
1,40,816,1679,568,159,23850,40,0,23850
1,41,804,1811,634,143,21450,11,0,21450
1,42,788,1849,677,78,11700,40,0,11700
1,43,753,1782,586,50,7500,117,0,7500
1,44,1013,1590,704,48,7200,240,0,7200
1,45,924,1420,518,92,13800,262,0,13800
1,46,988,1468,604,155,23250,107,0,23250
1,47,974,1627,669,216,32400,57,0,32400
1,48,907,1722,688,158,23700,63,0,23700
1,49,840,1422,484,102,15300,402,0,15300
1,50,832,1288,379,87,13050,221,0,13050
1,51,872,1412,348,283,42450,159,0,42450
1,52,913,1492,490,223,33450,143,0,33450
1,53,800,1597,477,183,27450,78,0,27450
1,54,846,1726,583,179,26850,50,0,26850
1,55,827,1803,632,125,18750,48,0,18750
1,56,753,1786,574,75,11250,92,0,11250
1,57,935,1699,679,68,10200,155,0,10200
1,58,934,1575,588,92,13800,216,0,13800
1,59,915,1524,580,107,16050,158,0,16050
1,60,1006,1601,671,179,26850,102,0,26850
1,61,890,1655,659,141,21150,87,0,21150
1,62,912,1515,553,143,21450,283,0,21450
1,63,862,1398,461,106,15900,223,0,15900
1,64,859,1414,413,199,29850,183,0,29850
1,65,865,1466,428,231,34650,179,0,34650
1,66,856,1523,496,182,27300,125,0,27300
1,67,807,1636,490,188,28200,75,0,28200
1,68,852,1729,591,161,24150,68,0,24150
1,69,775,1742,566,105,15750,92,0,15750
1,70,871,1731,633,96,14400,107,0,14400
1,71,913,1645,625,93,13950,179,0,13950
1,72,880,1601,600,97,14550,141,0,14550
1,73,946,1599,640,141,21150,143,0,21150
1,74,979,1634,695,141,21150,106,0,21150
1,75,858,1560,578,125,18750,199,0,18750
1,76,942,1468,551,139,20850,231,0,20850
1,77,871,1445,470,159,23850,182,0,23850
1,78,864,1452,455,195,29250,188,0,29250
1,79,890,1472,488,181,27150,161,0,27150
1,80,814,1567,445,200,30000,105,0,30000
1,81,817,1651,517,180,27000,96,0,27000
1,82,833,1691,574,133,19950,93,0,19950
1,83,806,1706,572,112,16800,97,0,16800
1,84,875,1672,613,107,16050,141,0,16050
1,85,835,1629,564,98,14700,141,0,14700
1,86,962,1632,660,128,19200,125,0,19200
1,87,893,1611,636,118,17700,139,0,17700
1,88,908,1588,609,136,20400,159,0,20400
1,89,948,1533,589,140,21000,195,0,21000
1,90,842,1484,496,132,19800,181,0,19800
1,91,899,1455,498,171,25650,200,0,25650
1,92,899,1459,480,184,27600,180,0,27600
1,93,872,1524,477,198,29700,133,0,29700
1,94,833,1589,501,177,26550,112,0,26550
1,95,819,1635,528,153,22950,107,0,22950
1,96,806,1669,541,132,19800,98,0,19800
1,97,821,1667,545,126,18900,128,0,18900
1,98,873,1649,608,100,15000,118,0,15000
1,99,889,1638,599,125,18750,136,0,18750
1,100,900,1622,616,124,18600,140,0,18600
